resistance_mechanism,RPKM,Sample
antibiotic efflux,2.398797029,368258393
antibiotic efflux,2.130578562,368258393
antibiotic target alteration,14.83585181,368258393
antibiotic target alteration,0.541132311,368258393
antibiotic efflux,0.368056151,368258393
antibiotic target alteration; antibiotic target replacement,50.6785723,368258393
antibiotic target alteration,0.145733216,368258393
antibiotic target alteration,1.508401062,368258393
antibiotic efflux,0.25338539,368258393
antibiotic inactivation,3.98081784,368258393
antibiotic target protection,0.07878702,368258393
antibiotic target protection,0.630296158,368258393
antibiotic target protection,0.15757404,368258393
antibiotic target protection,0.551509138,368258393
antibiotic inactivation,0.315148079,368258393
antibiotic inactivation,0.951390427,368258393
antibiotic inactivation,1.595686476,368258393
antibiotic target protection,2.301496345,368258393
antibiotic inactivation,0.758251017,368258393
antibiotic inactivation,0.984837747,368258393
antibiotic inactivation,0.965971123,368258393
antibiotic inactivation,0.976730124,368258393
antibiotic efflux,0.640300859,368258393
antibiotic target alteration,0.181054552,368258393
antibiotic inactivation,1.257942998,368258417
antibiotic inactivation,0.465904814,368258417
antibiotic target protection,3.681784384,368258417
antibiotic inactivation,0.973891353,368258417
antibiotic efflux,1.697837175,368258417
antibiotic inactivation,0.393107187,368258417
antibiotic inactivation,191.452788,368258417
antibiotic efflux,0.548920581,368258417
antibiotic efflux,1.672409766,368258417
antibiotic efflux,3.790308597,368258417
antibiotic efflux,1.529930673,368258417
antibiotic efflux,0.834917919,368258417
antibiotic target protection,0.457433817,368258417
antibiotic inactivation,2.27339096,368258417
antibiotic efflux,3.057279185,368258417
antibiotic inactivation,1.664924556,368258417
antibiotic efflux,3.03182879,368258417
antibiotic efflux,2.580395893,368258417
antibiotic inactivation,0.522329273,368258417
antibiotic efflux,0.439669397,368258417
antibiotic efflux,0.374573597,368258417
antibiotic inactivation,3.202036722,368258417
antibiotic target protection,0.689283835,368258417
antibiotic efflux,0.181434086,368258417
antibiotic target replacement,0.454678192,368258417
antibiotic efflux,3.759369879,368258417
antibiotic efflux,2.162089528,368258417
antibiotic inactivation,0.244260776,368258417
antibiotic target protection,6.250404271,368258417
antibiotic inactivation,1.314922994,368258417
antibiotic efflux,0.358558574,368258417
antibiotic efflux,0.588511344,368258417
antibiotic inactivation,1.048285832,368258417
antibiotic target protection,0.432944053,368258417
antibiotic efflux,1.107235891,368258417
antibiotic efflux,0.857688408,368258417
antibiotic inactivation,0.55702273,368258417
antibiotic target alteration,2.544154378,368258417
antibiotic efflux,0.142543116,368258417
antibiotic target alteration,0.413192956,368258417
antibiotic efflux,0.683045972,368258417
antibiotic inactivation,0.563258059,368258417
antibiotic target protection,0.344641917,368258417
antibiotic inactivation,2.97933868,368258417
antibiotic inactivation,0.535294893,368258417
antibiotic target protection,0.693506094,368258417
antibiotic inactivation,25.77249069,368258417
antibiotic efflux,2.175117576,368258417
antibiotic inactivation,0.388054395,368258417
antibiotic inactivation,0.234399316,368258417
antibiotic inactivation,0.488521553,368258417
antibiotic efflux,1.430835638,368258417
antibiotic efflux,9.135493819,368258417
antibiotic target alteration,1.848406038,368258417
antibiotic target alteration,5.085301481,368258417
antibiotic inactivation,0.578364597,368258417
antibiotic efflux,0.317128487,368258417
antibiotic target replacement,1.217364192,368258417
antibiotic target alteration,11.1228644,368258417
antibiotic target replacement,6.104723373,368258417
antibiotic inactivation,1.402910407,368258417
antibiotic inactivation,2.388499363,368258417
antibiotic inactivation,2.701817525,368258417
antibiotic efflux,2.039907564,368258417
antibiotic efflux,1.140703978,368258417
antibiotic efflux,1.540338365,368258417
antibiotic target alteration,1.552217581,368258417
antibiotic inactivation,0.513446122,368258417
antibiotic efflux,0.48382423,368258417
antibiotic target alteration,0.616135346,368258417
antibiotic inactivation,20.28940319,368258417
antibiotic efflux,0.178854455,368258417
antibiotic target replacement,15.90399362,368258417
antibiotic efflux,2.515885996,368258417
antibiotic efflux,0.381194848,368258417
antibiotic efflux,3.45555426,368258417
antibiotic efflux,0.71882457,368258417
antibiotic inactivation,1.715376815,368258417
antibiotic target protection,4.476116189,368258417
antibiotic efflux,14.45817602,368258417
antibiotic target protection,3.160349404,368258417
antibiotic inactivation,0.9996898,368258417
antibiotic efflux,2.187726953,368258417
antibiotic efflux,3.30393589,368258417
antibiotic efflux,0.799540041,368258417
antibiotic target alteration,0.308067673,368258417
antibiotic inactivation,1.291775206,368258417
antibiotic efflux,0.380234659,368258417
antibiotic efflux,3.531068065,368258417
antibiotic efflux,0.882030149,368258417
antibiotic target replacement,0.451279999,368258417
antibiotic target protection,3.326475405,368258417
antibiotic target protection,0.58966078,368258417
antibiotic efflux,1.705685421,368258417
antibiotic inactivation,0.569634565,368258417
antibiotic efflux,2.505446635,368258417
antibiotic efflux,4.043388208,368258417
antibiotic efflux,0.336198574,368258417
antibiotic inactivation,1.696102919,368258417
antibiotic inactivation,0.573966387,368258417
antibiotic target protection,8.532135117,368258417
antibiotic efflux,2.835825256,368258417
antibiotic efflux,0.72399597,368258417
antibiotic efflux,1.23971194,368258417
antibiotic efflux,0.977675905,368258417
antibiotic inactivation,0.39516534,368258417
antibiotic inactivation,2.001272951,368258417
antibiotic efflux,0.389054535,368258417
antibiotic inactivation,0.272478628,368258417
antibiotic inactivation,0.848051459,368258417
antibiotic target replacement,0.670902932,368258417
antibiotic inactivation,1.183946351,368258417
antibiotic inactivation,0.416997679,368258417
antibiotic efflux,3.036414133,368258417
antibiotic target alteration,1.707614929,368258417
antibiotic inactivation,0.504860066,368258417
antibiotic efflux; reduced permeability to antibiotic,1.811437917,368258417
antibiotic efflux,2.761338288,368258417
antibiotic efflux,1.158208387,368258417
antibiotic inactivation,1.873532125,368258417
antibiotic inactivation,4.550006589,368258417
antibiotic efflux,3.171890654,368258417
antibiotic target protection,0.943457249,368258417
antibiotic target alteration,0.826385911,368258417
antibiotic inactivation,19.150774,368258417
antibiotic efflux,2.648301048,368258417
antibiotic efflux,1.368746267,368258417
antibiotic efflux; reduced permeability to antibiotic,2.358643121,368258417
antibiotic inactivation,0.28268382,368258417
antibiotic efflux,0.353354775,368258417
antibiotic efflux,8.722699299,368258417
antibiotic efflux,0.177591953,368258417
antibiotic efflux,5.966243933,368258417
antibiotic target replacement,0.477699873,368258417
antibiotic target protection,22.82169811,368258417
antibiotic inactivation,49.51477758,368258417
antibiotic efflux,1.213804647,368258417
antibiotic inactivation,1.509531598,368258417
antibiotic inactivation,0.851239623,368258417
antibiotic efflux,1.025148793,368258417
antibiotic inactivation,2.592706942,368258417
antibiotic target alteration,0.467347244,368258417
antibiotic target protection,0.353796468,368258417
antibiotic efflux,4.234414422,368258417
antibiotic efflux,7.813310547,368258417
antibiotic efflux,3.652092575,368258417
antibiotic efflux,11.10815162,368258417
antibiotic efflux,7.925411234,368258417
antibiotic efflux,1.227261461,368258417
antibiotic efflux,1.091753807,368258417
antibiotic inactivation,0.791712376,368258417
antibiotic inactivation,1.535116879,368258417
antibiotic efflux,1.849916174,368258417
antibiotic target alteration,0.171342974,368258417
antibiotic efflux,0.310603209,368258417
antibiotic efflux,1.33586867,368258417
antibiotic efflux,4.992614233,368258417
antibiotic target replacement,0.955399745,368258417
antibiotic efflux,3.447075009,368258417
antibiotic inactivation,2.443486399,368258417
antibiotic efflux,2.20086082,368258417
antibiotic efflux,1.279264066,368258417
antibiotic inactivation,0.349428611,368258417
antibiotic efflux,0.375505373,368258417
antibiotic target protection,0.35105386,368258417
antibiotic inactivation,0.085284271,368258417
antibiotic inactivation,6.551786448,368258417
antibiotic efflux,4.595763646,368258417
antibiotic inactivation,2.734658691,368258417
antibiotic inactivation,0.391070362,368258417
antibiotic efflux,16.69835838,368258417
antibiotic efflux,0.931809628,368258417
antibiotic efflux,3.630136107,368258417
antibiotic efflux,0.679969188,368258417
antibiotic efflux,0.94819824,368258417
antibiotic efflux,1.706756831,368258417
antibiotic efflux,0.936433994,368258417
antibiotic efflux,13.98766344,368258417
antibiotic efflux,2.64012728,368258417
antibiotic inactivation,0.393107187,368258417
antibiotic efflux,8.313991079,368258417
antibiotic efflux,4.075880881,368258417
antibiotic efflux,3.158015895,368258417
antibiotic inactivation,1.397714442,368258417
antibiotic efflux,2.653473511,368258417
antibiotic inactivation,1.066806783,368258417
antibiotic efflux,8.947510426,368258417
antibiotic target alteration,0.437545391,368258417
antibiotic efflux,0.734565254,368258417
antibiotic inactivation,1.73509379,368258417
antibiotic target alteration; antibiotic target replacement,50.03649449,368258417
antibiotic target replacement,1.572428748,368258417
antibiotic target protection,0.235864312,368258417
antibiotic inactivation,0.533403391,368258417
antibiotic inactivation,3.029160397,368258417
reduced permeability to antibiotic,1.408896158,368258417
antibiotic inactivation,6.908025955,368258417
antibiotic inactivation,8.069823006,368258417
antibiotic target replacement,1.910799491,368258417
antibiotic target replacement,0.955399745,368258417
antibiotic target alteration,2.970455738,368258417
antibiotic efflux,0.347018758,368258417
antibiotic efflux,1.247546775,368258417
antibiotic efflux,2.744602905,368258417
antibiotic efflux,0.772138925,368258417
antibiotic efflux,7.807922057,368258417
antibiotic inactivation,0.190597424,368258417
antibiotic efflux,1.304533479,368258417
reduced permeability to antibiotic,3.824146714,368258417
antibiotic target alteration,0.525054469,368258417
antibiotic target alteration,0.957130542,368258417
antibiotic efflux,2.313458387,368258417
antibiotic target alteration; antibiotic efflux,6.402031329,368258417
antibiotic efflux,6.086820958,368258417
antibiotic efflux,0.754765799,368258417
antibiotic efflux,2.096571663,368258417
antibiotic efflux,1.359938376,368258417
antibiotic inactivation,0.393107187,368258417
antibiotic inactivation,0.393107187,368258417
antibiotic inactivation,0.199673492,368258417
antibiotic inactivation,1.19804095,368258417
antibiotic inactivation,2.563355543,368258417
antibiotic inactivation,0.272478628,368258417
antibiotic inactivation,1.097841162,368258417
antibiotic inactivation,0.27446029,368258417
antibiotic inactivation,0.283746541,368258417
antibiotic inactivation,0.56536764,368258417
antibiotic inactivation,1.026892243,368258417
antibiotic inactivation,0.931809628,368258417
antibiotic inactivation,1.213449837,368258417
antibiotic target alteration,0.279542888,368258417
antibiotic efflux,2.096571663,368258417
antibiotic efflux,1.397714442,368258417
antibiotic efflux,1.52170524,368258417
antibiotic efflux,2.418181686,368258417
antibiotic efflux,3.189151263,368258417
antibiotic target alteration,16.07623904,368258417
antibiotic target alteration,1.030899628,368258417
antibiotic efflux,0.550923941,368258417
antibiotic target alteration; antibiotic target replacement,49.66066461,368258417
antibiotic target alteration,0.872561617,368258417
antibiotic target alteration,5.80589076,368258417
antibiotic target alteration,0.571792272,368258417
antibiotic target alteration,0.857688408,368258417
antibiotic target protection,1.651050185,368258417
antibiotic target protection,0.117932156,368258417
antibiotic target protection,0.235864312,368258417
antibiotic target protection,0.117932156,368258417
antibiotic inactivation,0.388054395,368258417
antibiotic inactivation,2.373477355,368258417
antibiotic inactivation,1.592332909,368258417
antibiotic target protection,6.889978246,368258417
antibiotic inactivation,2.126100842,368258417
antibiotic inactivation,0.9996898,368258417
antibiotic inactivation,1.73509379,368258417
antibiotic efflux,1.677257331,368258417
antibiotic inactivation,0.162665043,368258417
antibiotic target alteration,0.813033176,368258417
antibiotic inactivation,1.149000993,368258423
antibiotic target protection,2.269977572,368258423
antibiotic efflux,0.190325318,368258423
antibiotic inactivation,263.6416808,368258423
antibiotic efflux,0.50764953,368258423
antibiotic efflux,0.806957345,368258423
antibiotic efflux,1.320849395,368258423
antibiotic efflux,0.943267707,368258423
antibiotic target protection,0.533857058,368258423
antibiotic efflux,0.202764881,368258423
antibiotic target alteration,1.201999194,368258423
antibiotic efflux,0.257096907,368258423
antibiotic inactivation,1.2614785,368258423
antibiotic efflux,2.827415102,368258423
antibiotic inactivation,0.855414342,368258423
antibiotic inactivation,0.722586028,368258423
antibiotic inactivation,1.041818065,368258423
antibiotic target alteration,0.72146574,368258423
antibiotic efflux,2.459542295,368258423
antibiotic efflux,0.813224975,368258423
antibiotic inactivation,0.121818168,368258423
antibiotic efflux,0.461881292,368258423
antibiotic inactivation,0.564055033,368258423
antibiotic efflux,0.335585627,368258423
antibiotic target replacement,0.560657111,368258423
antibiotic efflux,3.029592462,368258423
antibiotic efflux,1.907153288,368258423
antibiotic target protection,1.963175915,368258423
antibiotic efflux,0.181421209,368258423
antibiotic efflux,0.192291488,368258423
antibiotic efflux,0.227552764,368258423
antibiotic inactivation,0.16799473,368258423
antibiotic efflux,0.264400797,368258423
antibiotic efflux,0.747013393,368258423
antibiotic efflux,2.192205321,368258423
antibiotic target alteration,0.254751133,368258423
antibiotic efflux,1.684508243,368258423
antibiotic inactivation,0.318729728,368258423
antibiotic inactivation,3.3676312,368258423
antibiotic inactivation,0.4950483,368258423
antibiotic inactivation,0.616351526,368258423
antibiotic inactivation,33.72538106,368258423
antibiotic efflux,2.617567887,368258423
antibiotic efflux,0.894035355,368258423
antibiotic efflux,0.661628534,368258423
antibiotic efflux,7.91221289,368258423
antibiotic target alteration,1.329558292,368258423
antibiotic target alteration,6.600644002,368258423
antibiotic inactivation,5.925746694,368258423
antibiotic efflux,0.195523278,368258423
antibiotic inactivation,0.323156529,368258423
antibiotic target alteration,7.184279893,368258423
antibiotic target replacement,7.527646211,368258423
antibiotic inactivation,3.546512303,368258423
antibiotic efflux,0.914683837,368258423
antibiotic efflux,0.937723732,368258423
antibiotic efflux,0.712263371,368258423
antibiotic target alteration,1.076634607,368258423
antibiotic inactivation,0.949684494,368258423
antibiotic efflux,0.298298335,368258423
antibiotic target alteration,0.379873798,368258423
antibiotic inactivation,0.228670959,368258423
antibiotic inactivation,14.5107706,368258423
antibiotic target replacement,13.96036206,368258423
antibiotic target alteration,1.56317577,368258423
antibiotic efflux,0.842053585,368258423
antibiotic efflux,0.705068791,368258423
antibiotic efflux,3.812468355,368258423
antibiotic inactivation,0.705068791,368258423
antibiotic efflux,0.226445451,368258423
antibiotic target protection,1.903253179,368258423
antibiotic efflux,15.18416004,368258423
antibiotic target protection,4.584683765,368258423
antibiotic inactivation,0.308175763,368258423
antibiotic efflux,4.02876856,368258423
antibiotic efflux,0.117808963,368258423
antibiotic inactivation,0.56888191,368258423
antibiotic efflux,0.113498879,368258423
antibiotic efflux,1.496724978,368258423
antibiotic efflux,0.233061136,368258423
antibiotic target replacement,0.556466849,368258423
antibiotic target protection,1.060817786,368258423
antibiotic target protection,0.363551095,368258423
antibiotic efflux,2.103256055,368258423
antibiotic efflux,1.158536271,368258423
antibiotic efflux,5.579396403,368258423
antibiotic inactivation,1.045720005,368258423
antibiotic inactivation,0.32428251,368258423
antibiotic target replacement,1.149000993,368258423
antibiotic inactivation,0.353874831,368258423
antibiotic target protection,8.497611692,368258423
antibiotic efflux,1.344928908,368258423
antibiotic efflux,2.029122393,368258423
antibiotic efflux,0.303486132,368258423
antibiotic inactivation,0.524825642,368258423
antibiotic efflux,0.498584359,368258423
antibiotic efflux,0.111593622,368258423
antibiotic efflux,1.254300275,368258423
antibiotic efflux,0.449609084,368258423
antibiotic efflux,0.120555804,368258423
antibiotic inactivation,0.881335989,368258423
antibiotic target alteration,0.373771407,368258423
antibiotic efflux,16.38825112,368258423
antibiotic inactivation,1.257690276,368258423
antibiotic efflux,2.897265435,368258423
antibiotic target alteration,1.684508243,368258423
antibiotic efflux,1.055422562,368258423
antibiotic efflux,0.236816999,368258423
antibiotic inactivation,0.50398419,368258423
antibiotic target protection,0.283171644,368258423
antibiotic efflux,0.714085016,368258423
antibiotic inactivation,2.145209301,368258423
antibiotic inactivation,3.465338101,368258423
antibiotic efflux,0.178979001,368258423
antibiotic efflux,2.977855009,368258423
antibiotic target protection,0.872522629,368258423
antibiotic target alteration,1.528506795,368258423
antibiotic inactivation,9.897271613,368258423
antibiotic inactivation,0.254287105,368258423
antibiotic target protection,0.42497297,368258423
antibiotic efflux,1.814212094,368258423
antibiotic efflux,0.213461194,368258423
antibiotic efflux,1.205558037,368258423
antibiotic efflux,6.844621961,368258423
antibiotic efflux,0.120868936,368258423
antibiotic efflux,5.495507606,368258423
antibiotic target replacement,0.294522406,368258423
antibiotic inactivation,34.32334881,368258423
antibiotic target alteration,2.343466054,368258423
antibiotic efflux,0.272131814,368258423
antibiotic inactivation,1.551151341,368258423
antibiotic efflux,0.41181009,368258423
antibiotic inactivation,0.699767522,368258423
antibiotic efflux,0.474036063,368258423
antibiotic inactivation,3.374642229,368258423
antibiotic inactivation,2.783166281,368258423
antibiotic efflux,0.342165737,368258423
antibiotic target alteration,0.864418704,368258423
antibiotic target protection,0.363551095,368258423
antibiotic efflux,1.454204382,368258423
antibiotic efflux,2.606977043,368258423
antibiotic efflux,4.71757642,368258423
antibiotic efflux,4.913584992,368258423
antibiotic efflux,5.077298031,368258423
antibiotic efflux,1.643883214,368258423
antibiotic efflux,10.97598317,368258423
antibiotic efflux,1.35777173,368258423
antibiotic efflux,7.215365411,368258423
antibiotic efflux,1.229571185,368258423
antibiotic efflux,2.15396136,368258423
antibiotic inactivation,0.32428251,368258423
antibiotic inactivation,2.050674654,368258423
antibiotic efflux,0.342165737,368258423
antibiotic target alteration,0.822165021,368258423
antibiotic efflux,1.149000993,368258423
antibiotic efflux,0.41181009,368258423
antibiotic efflux,6.42792287,368258423
antibiotic efflux,0.712263371,368258423
antibiotic efflux,1.461122576,368258423
antibiotic inactivation,1.171733027,368258423
antibiotic efflux,0.718371976,368258423
antibiotic inactivation,1.723501489,368258423
antibiotic efflux,0.115757563,368258423
antibiotic inactivation,0.332389573,368258423
antibiotic inactivation,0.705068791,368258423
antibiotic inactivation,1.938939176,368258423
antibiotic efflux,2.288583945,368258423
antibiotic efflux,17.91373893,368258423
antibiotic efflux,0.574500496,368258423
antibiotic efflux,2.517900974,368258423
antibiotic efflux,0.688380772,368258423
antibiotic efflux,6.707681473,368258423
antibiotic efflux,1.676920368,368258423
antibiotic efflux,0.11662792,368258423
antibiotic efflux,2.078465816,368258423
antibiotic inactivation,0.168603407,368258423
antibiotic target alteration; antibiotic efflux,1.26558373,368258423
antibiotic efflux,12.95787761,368258423
antibiotic efflux,2.585252234,368258423
antibiotic efflux,7.310023559,368258423
antibiotic inactivation,0.337206813,368258423
antibiotic efflux,3.85918077,368258423
antibiotic efflux,2.823225243,368258423
antibiotic inactivation,0.861750745,368258423
antibiotic efflux,2.635745442,368258423
antibiotic target alteration; antibiotic efflux,5.038771871,368258423
antibiotic inactivation,0.328866009,368258423
antibiotic efflux,1.704929275,368258423
antibiotic efflux,7.562974987,368258423
antibiotic efflux,0.792559079,368258423
antibiotic inactivation,0.891466288,368258423
antibiotic target alteration; antibiotic target replacement,52.93654059,368258423
antibiotic target replacement,1.777360911,368258423
antibiotic inactivation,0.325416365,368258423
antibiotic inactivation,0.43694404,368258423
antibiotic inactivation,0.657732017,368258423
antibiotic inactivation,0.33598946,368258423
antibiotic inactivation,0.33598946,368258423
reduced permeability to antibiotic,1.240921072,368258423
antibiotic inactivation,2.208418858,368258423
antibiotic inactivation,8.341096831,368258423
antibiotic target alteration,1.498428844,368258423
antibiotic efflux,0.213951909,368258423
antibiotic efflux,0.094390548,368258423
antibiotic efflux,1.190141694,368258423
antibiotic efflux,4.412758124,368258423
antibiotic inactivation,0.23502293,368258423
antibiotic efflux,2.059050452,368258423
antibiotic efflux,0.229800199,368258423
reduced permeability to antibiotic,3.350486896,368258423
antibiotic target alteration,0.485577811,368258423
antibiotic target alteration,0.843017033,368258423
antibiotic efflux,0.534879773,368258423
antibiotic target alteration; antibiotic efflux,7.894252358,368258423
antibiotic target alteration; antibiotic efflux,2.046658019,368258423
antibiotic efflux; reduced permeability to antibiotic,1.193193339,368258423
antibiotic efflux; reduced permeability to antibiotic,10.45055352,368258423
antibiotic efflux,6.004456802,368258423
antibiotic efflux,2.09615046,368258423
antibiotic target alteration,0.762861315,368258423
antibiotic efflux,0.096745406,368258423
antibiotic inactivation,0.487272672,368258423
antibiotic inactivation,0.609090841,368258423
antibiotic inactivation,0.39436051,368258423
antibiotic inactivation,0.492428997,368258423
antibiotic inactivation,0.246214498,368258423
antibiotic inactivation,0.242367397,368258423
antibiotic inactivation,0.242367397,368258423
antibiotic inactivation,0.172990856,368258423
antibiotic inactivation,0.353874831,368258423
antibiotic inactivation,0.707749661,368258423
antibiotic inactivation,0.316561498,368258423
antibiotic inactivation,0.467683821,368258423
antibiotic inactivation,0.301194435,368258423
antibiotic inactivation,0.301194435,368258423
antibiotic inactivation,7.081343076,368258423
antibiotic inactivation,0.155115134,368258423
antibiotic efflux,1.292626117,368258423
antibiotic efflux,2.585252234,368258423
antibiotic efflux,0.7505571,368258423
antibiotic efflux,2.936645742,368258423
antibiotic target alteration,15.74950594,368258423
antibiotic target alteration,0.31779686,368258423
antibiotic efflux,0.169834088,368258423
antibiotic target alteration; antibiotic target replacement,52.25824946,368258423
antibiotic target alteration,0.672464454,368258423
antibiotic target alteration,5.965966694,368258423
antibiotic efflux,0.350762866,368258423
antibiotic target alteration,0.705068791,368258423
antibiotic inactivation,4.898372654,368258423
antibiotic target protection,0.145420438,368258423
antibiotic target protection,0.436261315,368258423
antibiotic target protection,0.218130657,368258423
antibiotic target protection,0.363551095,368258423
antibiotic inactivation,0.47850427,368258423
antibiotic target protection,1.017943067,368258423
antibiotic inactivation,0.387787835,368258423
antibiotic inactivation,3.707154147,368258423
antibiotic inactivation,2.945224064,368258423
antibiotic target protection,9.461379546,368258423
antibiotic inactivation,0.655416059,368258423
antibiotic inactivation,0.462263645,368258423
antibiotic inactivation,0.181775548,368258423
antibiotic inactivation,0.676046589,368258423
antibiotic efflux,0.443186097,368258423
antibiotic inactivation,9.850765726,368258424
antibiotic target protection,6.487089625,368258424
antibiotic inactivation,1748.734017,368258424
antibiotic efflux,8.455715089,368258424
antibiotic efflux,5.060752794,368258424
antibiotic efflux,3.95986116,368258424
antibiotic efflux,3.270131245,368258424
antibiotic target protection,8.72716276,368258424
antibiotic target protection,10.67951084,368258424
antibiotic efflux,3.901770288,368258424
antibiotic efflux,11.33397761,368258424
antibiotic efflux,7.220923292,368258424
antibiotic inactivation,227.9748639,368258424
antibiotic efflux,3.065944376,368258424
antibiotic efflux,15.12629429,368258424
antibiotic target alteration,22.39753049,368258424
antibiotic inactivation,5.932431404,368258424
antibiotic target alteration,8.204750888,368258424
antibiotic target replacement,17.0981148,368258424
antibiotic efflux,10.63882698,368258424
antibiotic efflux,11.56394237,368258424
antibiotic efflux,10.86650616,368258424
antibiotic efflux,6.221536248,368258424
antibiotic efflux,1.332073496,368258424
antibiotic target protection,2.42526451,368258424
antibiotic efflux,18.03191014,368258424
antibiotic efflux,19.86502964,368258424
antibiotic efflux,4.070979713,368258424
antibiotic efflux,5.380909602,368258424
antibiotic efflux,13.91707018,368258424
antibiotic efflux,4.62557695,368258424
antibiotic efflux,4.134259191,368258424
antibiotic inactivation,2.912087678,368258424
antibiotic efflux,4.585701286,368258424
antibiotic efflux; reduced permeability to antibiotic,12.76659238,368258424
antibiotic efflux,16.3255657,368258424
antibiotic efflux,2.286280871,368258424
antibiotic target alteration,5.824175356,368258424
antibiotic inactivation,23.81826937,368258424
antibiotic efflux; reduced permeability to antibiotic,12.46737537,368258424
antibiotic efflux,8.383029859,368258424
antibiotic inactivation,11.31790105,368258424
antibiotic efflux,4.666152186,368258424
antibiotic inactivation,18.93350565,368258424
antibiotic target alteration,7.41094759,368258424
antibiotic efflux,4.155791791,368258424
antibiotic efflux,15.6453338,368258424
antibiotic efflux,3.303983535,368258424
antibiotic efflux,8.554612341,368258424
antibiotic efflux,7.047309337,368258424
antibiotic efflux,4.616655876,368258424
antibiotic efflux,9.850765726,368258424
antibiotic efflux,7.061168352,368258424
antibiotic inactivation,5.740374272,368258424
antibiotic efflux,8.211787552,368258424
antibiotic efflux,4.797066275,368258424
antibiotic efflux,14.26183298,368258424
antibiotic efflux,6.567177151,368258424
antibiotic efflux,11.46425322,368258424
antibiotic efflux,5.007816049,368258424
antibiotic target alteration; antibiotic efflux,5.08224219,368258424
antibiotic efflux,5.339755418,368258424
antibiotic target alteration; antibiotic target replacement,29.50147637,368258424
antibiotic inactivation,2.880548822,368258424
antibiotic efflux,4.081391426,368258424
antibiotic efflux,7.061168352,368258424
reduced permeability to antibiotic,14.89435778,368258424
antibiotic target alteration,2.77534617,368258424
antibiotic efflux,1.01904473,368258424
antibiotic efflux; reduced permeability to antibiotic,3.719869575,368258424
antibiotic inactivation,2.607555633,368258424
antibiotic inactivation,4.00960816,368258424
antibiotic inactivation,10.26253407,368258424
antibiotic efflux,3.098687471,368258424
antibiotic efflux,7.492131679,368258424
antibiotic target alteration,17.28329293,368258424
antibiotic efflux,14.56043839,368258424
antibiotic target alteration; antibiotic target replacement,41.67695491,368258424
antibiotic target protection,1.246737537,368258424
antibiotic target protection,2.207225515,368258424
antibiotic efflux,10.13221618,368258424
antibiotic target replacement,0.52426481,368258431
antibiotic inactivation,2.66986709,368258431
antibiotic target protection,4.571333407,368258431
antibiotic inactivation,1.67426504,368258431
antibiotic efflux,0.176899169,368258431
antibiotic inactivation,36.92230829,368258431
antibiotic efflux,0.314558886,368258431
antibiotic inactivation,0.164455691,368258431
antibiotic target protection,13.42298695,368258431
antibiotic efflux,1.983163284,368258431
antibiotic efflux,1.461211042,368258431
antibiotic target protection,0.909694676,368258431
antibiotic efflux,0.478449633,368258431
antibiotic efflux,0.71688144,368258431
antibiotic efflux,1.647689404,368258431
antibiotic inactivation,0.323983872,368258431
antibiotic inactivation,1.82387306,368258431
antibiotic inactivation,0.227043816,368258431
antibiotic efflux,1.970970236,368258431
antibiotic inactivation,1.908169714,368258431
antibiotic inactivation,0.537290023,368258431
antibiotic efflux,2.468921491,368258431
antibiotic inactivation,0.624575406,368258431
antibiotic efflux,0.671873349,368258431
antibiotic efflux,0.214649364,368258431
antibiotic inactivation,1.310662026,368258431
antibiotic efflux,0.623824714,368258431
antibiotic target replacement,2.344979649,368258431
antibiotic efflux,0.174402608,368258431
antibiotic inactivation,0.567237336,368258431
antibiotic efflux,2.485738325,368258431
antibiotic efflux,0.107591659,368258431
antibiotic efflux,1.683985841,368258431
antibiotic target protection,3.041145482,368258431
antibiotic efflux,0.719151848,368258431
antibiotic efflux,0.35745328,368258431
antibiotic target protection,0.082699516,368258431
antibiotic efflux,0.393198608,368258431
antibiotic efflux,0.211500474,368258431
antibiotic efflux,0.24574913,368258431
antibiotic target alteration,1.295935486,368258431
antibiotic efflux,1.429475581,368258431
antibiotic efflux,1.944943863,368258431
antibiotic target replacement,0.442851674,368258431
antibiotic efflux,1.174258286,368258431
antibiotic inactivation,1.42275812,368258431
antibiotic inactivation,1.073627404,368258431
antibiotic inactivation,3.536314523,368258431
antibiotic target protection,1.324712002,368258431
antibiotic inactivation,4.822505573,368258431
antibiotic efflux,1.003264489,368258431
antibiotic efflux,1.531836243,368258431
antibiotic efflux,1.287999282,368258431
antibiotic inactivation,0.889498136,368258431
antibiotic efflux,0.333991095,368258431
antibiotic efflux,8.35122115,368258431
antibiotic target alteration,1.235767053,368258431
antibiotic target alteration,3.681008243,368258431
antibiotic inactivation,5.507725817,368258431
antibiotic efflux,0.726921796,368258431
antibiotic inactivation,0.450540071,368258431
antibiotic target replacement,0.697610433,368258431
antibiotic target alteration,7.89156504,368258431
antibiotic target replacement,5.406480857,368258431
antibiotic inactivation,0.629117772,368258431
antibiotic inactivation,2.647052983,368258431
antibiotic efflux,0.637619364,368258431
antibiotic efflux,1.525254045,368258431
antibiotic efflux,0.882690752,368258431
antibiotic inactivation,0.147115125,368258431
antibiotic efflux,0.277255429,368258431
antibiotic target alteration,0.353076301,368258431
antibiotic inactivation,0.78354795,368258431
antibiotic efflux,0.421969238,368258431
antibiotic inactivation,22.94363202,368258431
antibiotic efflux,0.102492528,368258431
antibiotic target replacement,10.50401995,368258431
antibiotic efflux,1.730073874,368258431
antibiotic efflux,0.546109177,368258431
