Sample,Group,AMR Gene Family,Drug Class,RPKM
368258351,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.634382
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,20.37997
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,5.032767
368258351,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.671957
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,11.7142
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,3.032556
368258351,penam,ARL Beta-lactamase,penam,0.205782
368258351,Multi-drug resistance,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics,1.583832
368258351,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,0.434599
368258351,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.07845
368258351,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,2.161113
368258351,penam,ARL Beta-lactamase,penam,1.852038
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin,3.897267
368258351,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic; disinfecting agents and antiseptics,0.283388
368258351,rifamycin antibiotic,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,36.3038
368258351,Multi-drug resistance,ampC-type beta-lactamase,cephalosporin; penam,0.308129
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.6568
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.6568
368258351,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.290455
368258351,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,1.000936
368258351,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,1.093639
368258351,Multi-drug resistance,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic,2.037734
368258351,penam,CGA beta-lactamase,penam,0.596276
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.840957
368258351,Multi-drug resistance,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic; streptogramin antibiotic; streptogramin B antibiotic,0.212541
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.210239
368258351,Multi-drug resistance,General Bacterial Porin with reduced permeability to beta-lactams,monobactam; carbapenem; cephalosporin; cephamycin; penam; penem,1.242374
368258351,carbapenem,ADC beta-lactamase with carbapenemase activity,carbapenem,0.151657
368258351,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,4.343046
368258351,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,5.860256
368258351,peptide antibiotic,intrinsic colistin resistant phosphoethanolamine transferase,peptide antibiotic,13.02243
368258351,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,1.071012
368258351,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic; disinfecting agents and antiseptics,0.472505
368258351,Multi-drug resistance,small multidrug resistance (SMR) antibiotic efflux pump,macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics,2.117684
368258351,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,1.638361
368258351,disinfecting agents and antiseptics,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics,1.049303
368258351,disinfecting agents and antiseptics,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics,2.510185
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,3.607558
368258351,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,1.869313
368258351,peptide antibiotic,General Bacterial Porin with reduced permeability to peptide antibiotics,peptide antibiotic,5.280091
368258351,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,1.114086
368258351,peptide antibiotic,Intrinsic peptide antibiotic resistant Lps,peptide antibiotic,0.634728
368258351,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,0.844004
368258351,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic,0.595007
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,13.15013
368258351,aminoglycoside antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,aminoglycoside antibiotic,3.372759
368258351,disinfecting agents and antiseptics,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,3.147908
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.415974
368258351,cephalosporin,CMH beta-lactamase,cephalosporin,0.304902
368258351,cephalosporin,CMH beta-lactamase,cephalosporin,0.304902
368258351,Multi-drug resistance,EBR beta-lactamase,carbapenem; cephalosporin; penam,0.246764
368258351,cephalosporin,EC beta-lactamase,cephalosporin,0.154064
368258351,cephalosporin,EC beta-lactamase,cephalosporin,0.462193
368258351,cephalosporin,EC beta-lactamase,cephalosporin,0.462193
368258351,cephalosporin,EC beta-lactamase,cephalosporin,0.154064
368258351,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,0.606628
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.437867
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.840957
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.211768
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.423537
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.423537
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.423537
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.439519
368258351,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.423537
368258351,Multi-drug resistance,PDC beta-lactamase,monobactam; carbapenem; cephalosporin,0.143793
368258351,Multi-drug resistance,PER beta-lactamase,monobactam; carbapenem; cephalosporin; penam; penem,0.376934
368258351,Multi-drug resistance,PER beta-lactamase,monobactam; carbapenem; cephalosporin; penam; penem,1.319269
368258351,Multi-drug resistance,PER beta-lactamase,monobactam; carbapenem; cephalosporin; penam; penem,1.507736
368258351,carbapenem,PST beta-lactamase,carbapenem,1.437933
368258351,carbapenem,PST beta-lactamase,carbapenem,0.239656
368258351,carbapenem,RSA2 beta-lactamase,carbapenem,1.49804
368258351,carbapenem,SGM beta-lactamase,carbapenem,3.739946
368258351,disinfecting agents and antiseptics,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,2.696125
368258351,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,0.587059
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,1.563391
368258351,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,3.392406
368258351,mupirocin-like antibiotic,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin-like antibiotic,16.60891
368258351,mupirocin-like antibiotic,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin-like antibiotic,1.24995
368258351,peptide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic,0.106271
368258351,rifamycin antibiotic,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,48.76738
368258351,glycopeptide antibiotic,glycopeptide resistance gene cluster; vanR,glycopeptide antibiotic,2.239858
368258351,macrolide antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,0.529421
368258351,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic,0.882368
368258351,Multi-drug resistance,PRC beta-lactamase,cephalosporin; penam,2.298801
368258351,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.181988
368258351,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.63696
368258351,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,1.091931
368258351,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.727954
368258351,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.454971
368258351,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.63696
368258351,aminoglycoside antibiotic,aminoglycoside bifunctional resistance protein,aminoglycoside antibiotic,0.242651
368258351,rifamycin antibiotic,rifampin monooxygenase,rifamycin antibiotic,1.597198
368258351,rifamycin antibiotic,helicase-like RNA polymerase protection protein,rifamycin antibiotic,5.316177
368258351,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,0.669383
368258351,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,0.184877
368258351,peptide antibiotic,polymyxin resistance operon; alm glycyltransferase,peptide antibiotic,0.209107
368258353,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,2.440691
368258353,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic,4.721397
368258353,phosphonic acid antibiotic,fosfomycin thiol transferase,phosphonic acid antibiotic,0.348056
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,1.718216
368258353,Multi-drug resistance,TEM beta-lactamase,monobactam; cephalosporin; penam; penem,0.172209
368258353,Multi-drug resistance,TEM beta-lactamase,monobactam; cephalosporin; penam; penem,325.4751
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.718894
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.375848
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,1.904585
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,3.021554
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,0.233132
368258353,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics,1.335784
368258353,Multi-drug resistance,vga-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,1.228512
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; disinfecting agents and antiseptics,0.546726
368258353,Multi-drug resistance,SHV beta-lactamase,carbapenem; cephalosporin; penam,0.344418
368258353,cephamycin,CfxA beta-lactamase,cephamycin,0.446602
368258353,carbapenem,CphA beta-lactamase,carbapenem,0.579187
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,2.752729
368258353,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,5.087764
368258353,cephamycin,CMY beta-lactamase,cephamycin,0.393294
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,3.761657
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.407835
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,3.168205
368258353,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.86372
368258353,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,2.084883
368258353,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,0.599079
368258353,aminocoumarin antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,1.425692
368258353,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,1.786409
368258353,aminoglycoside antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,3.171846
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,4.118666
368258353,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,0.329493
368258353,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,5.593723
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,2.734524
368258353,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,2.702874
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.821777
368258353,penam,CARB beta-lactamase,penam,0.330595
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.674401
368258353,Multi-drug resistance,GES beta-lactamase,carbapenem; cephalosporin; penam,1.029666
368258353,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.287907
368258353,Multi-drug resistance,vga-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,0.189002
368258353,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.62562
368258353,phosphonic acid antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phosphonic acid antibiotic,0.845887
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,1.404091
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.370217
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,2.753556
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,1.904993
368258353,penam,methicillin resistant PBP2,penam,0.843413
368258353,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,1.713606
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.012742
368258353,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,1.437789
368258353,Multi-drug resistance,AIM beta-lactamase,cephalosporin; cephamycin; penam,1.300631
368258353,penam,BlaZ beta-lactamase,penam,1.402099
368258353,rifamycin antibiotic,rifampin ADP-ribosyltransferase (Arr),rifamycin antibiotic,2.291178
368258353,penam,CARB beta-lactamase,penam,0.342035
368258353,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.264299
368258353,rifamycin antibiotic,rifampin monooxygenase,rifamycin antibiotic,0.411867
368258353,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.075688
368258353,Multi-drug resistance,TEM beta-lactamase,monobactam; cephalosporin; penam; penem,45.46318
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,3.311917
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,2.1623
368258353,aminocoumarin antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,1.899097
368258353,Multi-drug resistance,tetracycline inactivation enzyme,glycylcycline; tetracycline antibiotic,0.381162
368258353,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.459758
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline; tetracycline antibiotic,0.572479
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.468474
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,9.400528
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,3.42942
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,4.031035
368258353,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,0.311496
368258353,aminoglycoside antibiotic,ANT(6),aminoglycoside antibiotic,1.201278
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,11.96581
368258353,sulfonamide antibiotic,sulfonamide resistant sul,sulfonamide antibiotic,7.086528
368258353,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,0.734929
368258353,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.368836
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.24287
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.871456
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.126082
368258353,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,3.430457
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,1.056068
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,1.613845
368258353,macrolide antibiotic,macrolide esterase,macrolide antibiotic,1.092914
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,1.205463
368258353,aminoglycoside antibiotic,APH(6),aminoglycoside antibiotic,27.81207
368258353,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,0.702711
368258353,sulfonamide antibiotic,sulfonamide resistant sul,sulfonamide antibiotic,22.94685
368258353,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.179072
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.212312
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.246504
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,1.872121
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,6.073792
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.941409
368258353,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.31281
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.748848
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.360759
368258353,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic,4.245005
368258353,Multi-drug resistance,DHA beta-lactamase,cephalosporin; cephamycin,0.260126
368258353,aminocoumarin antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,aminocoumarin antibiotic,9.948985
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,1.092914
368258353,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic,6.817102
368258353,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.175886
368258353,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,1.309245
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic,4.297738
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; aminoglycoside antibiotic,3.798147
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,1.989525
368258353,aminoglycoside antibiotic,ANT(4'),aminoglycoside antibiotic,0.390703
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.605192
368258353,macrolide antibiotic,macrolide esterase,macrolide antibiotic,0.483364
368258353,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.231314
368258353,aminocoumarin antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,3.13115
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,1.52645
368258353,penam,methicillin resistant PBP2,penam,0.812652
368258353,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,1.201799
368258353,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.386125
368258353,aminoglycoside antibiotic,ANT(4'),aminoglycoside antibiotic,0.392254
368258353,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,1.954621
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,0.410158
368258353,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,7.564897
368258353,aminoglycoside antibiotic,ANT(2''),aminoglycoside antibiotic,1.665977
368258353,macrolide antibiotic,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,macrolide antibiotic,15.34745
368258353,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.305086
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,3.194707
368258353,aminoglycoside antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,2.142659
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,2.442465
368258353,penam,CARB beta-lactamase,penam,0.684069
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.32233
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.371609
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,0.829659
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,0.666092
