COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Thymidine phosphorylase (DeoA) (PDB:1AZY)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0213	GC_00000858	1	0.9444	39	18
Mg-chelatase subunit ChlI (ChlI) (PDB:1G8P)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1239	GC_00000953, GC_00001995	1	0.9444	39	18
Dihydropteroate synthase (FolP) (PDB:1AD1)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0294	GC_00000137	1	0.9444	39	18
5-oxoprolinase subunit C/Allophanate hydrolase subunit 2 (PxpC) (PDB:3MML) (PUBMED:28830929)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1984	GC_00000885	1	0.9444	39	18
Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0730	GC_00001338, GC_00002955	1	0.9444	39	18
Lipoate-protein ligase B (LipB) (PDB:2QHT) (PUBMED:19798051)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0321	GC_00001110	1	0.9444	39	18
Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1651	GC_00001117	1	0.9444	39	18
Recombinational DNA repair ATPase RecF (RecF) (PDB:5Z67)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1195	GC_00001011	1	0.9444	39	18
Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0532	GC_00000152	1	0.9444	39	18
Thiamin-binding stress-response protein YqgV, UPF0045 family (YqgV) (PDB:1LXJ) (PUBMED:20471400)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0011	GC_00000902	1	0.9444	39	18
Ribosomal protein L5 (RplE) (PDB:1VS6)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0094	GC_00000851	1	0.9444	39	18
Ribosomal protein L11 (RplK) (PDB:2E34)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0080	GC_00000945	1	0.9444	39	18
ABC-type Mn2+/Zn2+ transport system, permease component (ZnuB)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1108	GC_00000782, GC_00000998	1	0.9444	39	18
Cell division septal protein FtsQ (FtsQ) (PDB:1YR1)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1589	GC_00001131	1	0.9444	39	18
Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0209	GC_00001134, GC_00001796	1	0.9444	39	18
Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0514	GC_00001103	1	0.9444	39	18
Electron transfer flavoprotein, alpha and beta subunits (FixA) (PDB:5OL2)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2086	GC_00000921	1	0.9444	39	18
Pyridoxal 5'-phosphate synthase subunit PdxS (PdxS) (PDB:2NV2)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0214	GC_00000857	1	0.9444	39	18
Thiol-disulfide isomerase or thioredoxin (TrxA) (PDB:1XFL)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0526	GC_00000901, GC_00001191	1	0.9444	39	18
tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA (TruB) (PDB:1K8W)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0130	GC_00000988	1	0.9444	39	18
Cell division protein FtsB (FtsB) (PDB:4IFF)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2919	GC_00000848	1	0.9444	39	18
MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase (FlhG) (PDB:1G3Q)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0455	GC_00000837, GC_00002576, GC_00003168	1	0.9444	39	18
Cytochrome oxidase assembly protein ShyY1 (Shy1)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3346	GC_00000886, GC_00001423	1	0.9444	39	18
Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0074	GC_00000490	1	0.9444	39	18
Phosphoribosylaminoimidazole-succinocarboxamide synthase (PurC) (PDB:1A48)!!!Phosphoribosylformylglycinamidine (FGAM) synthase, PurS subunit (PurS) (PDB:1GTD)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0152!!!COG1828	GC_00001122	1	0.9444	39	18
NADH:ubiquinone oxidoreductase subunit 1 (chain H) (NuoH) (PDB:6HUM)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1005	GC_00000631	1	0.9444	39	18
UDP-N-acetylglucosamine pyrophosphorylase (QRI1) (PDB:1JV1)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG4284	GC_00001000	1	0.9444	39	18
Cobalamin synthase CobS (adenosylcobinamide-GDP ribazoletransferase) (CobS) (PUBMED:31481610)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0368	GC_00000943	1	0.9444	39	18
Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0665	GC_00000828	1	0.9444	39	18
ABC-type proline/glycine betaine transport system, ATPase component (OpuBA)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1125	GC_00000781	1	0.9444	39	18
RNA interferase (RNase) VapC, contains PIN domain (VapC) (PDB:1V8O) (PUBMED:22539524)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG4113	GC_00000949	1	0.9444	39	18
Enoyl-[acyl-carrier-protein] reductase FabI (FabI) (PDB:1C14)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0623	GC_00000245	1	0.9444	39	18
FAD synthase (RibF) (PDB:1MRZ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0196	GC_00000831	1	0.9444	39	18
Transketolase (TktA) (PDB:1AY0)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0021	GC_00000990	1	0.9444	39	18
UDP-N-acetylglucosamine 2-epimerase (WecB) (PDB:1F6D) (PUBMED:26641313;30389844)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0381	GC_00000112	1	0.9444	39	18
Uncharacterized conserved protein, DUF2264 domain	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG4289	GC_00001316, GC_00001414, GC_00002173, GC_00002969	1	0.9444	39	18
Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (GatB) (PDB:3H0M)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0064	GC_00000805	1	0.9444	39	18
Ribosomal protein L14 (RplN) (PDB:4V4H)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0093	GC_00000710	1	0.9444	39	18
Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0389	GC_00001465, GC_00001474	1	0.9444	39	18
N-acetyl-beta-hexosaminidase (Chb) (PDB:3RPM) (PUBMED:18063573)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3525	GC_00000406, GC_00002160, GC_00002184, GC_00002480	1	0.9444	39	18
Glutamyl-tRNA reductase (HemA) (PDB:2XOE)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0373	GC_00001152	1	0.9444	39	18
Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1506	GC_00000058	1	0.9444	39	18
UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase (MurG) (PDB:1F0K)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0707	GC_00000844	1	0.9444	39	18
Prolyl-tRNA synthetase (ProS) (PDB:5XIF)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0442	GC_00000853	1	0.9444	39	18
Uncharacterized conserved protein, DUF885 family (PDB:3IUK)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG4805	GC_00001164	1	0.9444	39	18
Peptidyl-tRNA hydrolase (Pth) (PDB:1RYB) (PUBMED:11835511)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0193	GC_00000829	1	0.9444	39	18
tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0009	GC_00001071, GC_00001245	1	0.9444	39	18
Predicted acetyltransferase (Eis) (PDB:2HV2)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG4552	GC_00000799	1	0.9444	39	18
4-diphosphocytidyl-2C-methyl-D-erythritol kinase (IspE) (PDB:1OJ4)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1947	GC_00000818	1	0.9444	39	18
Phosphate/sulfate permease (PitA) (PUBMED:31358606)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0306	GC_00000845	1	0.9444	39	18
Formyltetrahydrofolate synthetase (MIS1) (PDB:1EG7)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2759	GC_00000973	1	0.9444	39	18
Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF (GlpC)!!!FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0247!!!COG0277	GC_00000028, GC_00001900	1	0.9444	39	18
Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0251	GC_00000938	1	0.9444	39	18
Shikimate 5-dehydrogenase (AroE) (PDB:1NPD)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0169	GC_00001044	1	0.9444	39	18
ABC-type polar amino acid transport system, ATPase component (GlnQ) (PDB:4YMS)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1126	GC_00000459	1	0.9444	39	18
Energy-coupling factor transporter ATP-binding protein EcfA2 (EcfA2) (PDB:4HUQ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1122	GC_00001040, GC_00001506	1	0.9444	39	18
DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0568	GC_00000803, GC_00000820	1	0.9444	39	18
Phosphoglucomutase/phosphomannomutase (Pgm) (PDB:1C47) (PUBMED:30938049)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0033	GC_00000798	1	0.9444	39	18
RNA polymerase-binding transcription factor DksA (DksA) (PDB:1TJL)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1734	GC_00000755	1	0.9444	39	18
ABC-type phosphate transport system, ATPase component (PstB)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1117	GC_00000723	1	0.9444	39	18
Deoxyribose-phosphate aldolase (DeoC) (PDB:1J2W)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0274	GC_00000824, GC_00001326	1	0.9444	39	18
Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase (HisA) (PDB:4U28)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0106	GC_00000986	1	0.9444	39	18
Homoserine dehydrogenase (ThrA) (PDB:5AVO) (PUBMED:29124164)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0460	GC_00000983	1	0.9444	39	18
Trehalose-6-phosphate phosphatase (OtsB) (PDB:1U02)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1877	GC_00001126	1	0.9444	39	18
Nicotinic acid phosphoribosyltransferase (PncB) (PDB:1VLP)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1488	GC_00001130	1	0.9444	39	18
Ferredoxin-like protein FixX (FixX)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2440	GC_00000789	1	0.9444	39	18
Molybdopterin Mo-transferase (molybdopterin biosynthesis) (MoeA) (PDB:2NQU) (PUBMED:18801996;32239579)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0303	GC_00001345, GC_00001606	1	0.9444	39	18
7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis) (FolK) (PDB:1CBK)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0801	GC_00000738	1	0.9444	39	18
S-formylglutathione hydrolase FrmB (FrmB) (PDB:1DQY)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0627	GC_00000898	1	0.9444	39	18
Pyrroline-5-carboxylate reductase (ProC) (PDB:3GT0) (PUBMED:22125496;26507882)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0345	GC_00000924	1	0.9444	39	18
GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA) (MoaA) (PDB:1TV7)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2896	GC_00000893	1	0.9444	39	18
Chitinase, GH18 family (ChiA) (PDB:1E15)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3325	GC_00000099	1	0.9444	39	18
HD superfamily phosphodieaserase, includes HD domain of RNase Y (RnaY) (PDB:3DTO) (PUBMED:19779461)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1418	GC_00000573	1	0.9444	39	18
NAD-dependent protein deacetylase, SIR2 family (SIR2) (PDB:1M2N)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0846	GC_00000664	1	0.9444	39	18
7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily (Maf) (PDB:2P5X) (PUBMED:24210219)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0424	GC_00000939	1	0.9444	39	18
Carbon starvation protein CstA (peptide/pyruvate transporter) (CstA) (PUBMED:26497384;29358499)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1966	GC_00000047	1	0.9444	39	18
3-keto-L-gulonate-6-phosphate decarboxylase (UlaD) (PDB:3F4W)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0269	GC_00000974	1	0.9444	39	18
D-hexose-6-phosphate mutarotase (YeaD) (PDB:1JOV)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0676	GC_00001043	1	0.9444	39	18
Membrane-associated serine protease, rhomboid family (GlpG) (PDB:2IC8)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0705	GC_00001407, GC_00001959, GC_00002003	1	0.9444	39	18
Predicted secreted protein YlbL, contains PDZ domain (SdrC)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3480	GC_00000927	1	0.9444	39	18
Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)!!!PAS domain (PAS) (PDB:2MWG)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0840!!!COG2202	GC_00001006	1	0.9444	39	18
Nitroreductase (NfnB) (PDB:1F5V)!!!NaMN:DMB phosphoribosyltransferase (CobT) (PDB:1D0S)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0778!!!COG2038	GC_00000522	1	0.9444	39	18
ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ (NupQ) (PUBMED:21926227)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1079	GC_00001015	1	0.9444	39	18
YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor (YqgF) (PDB:1IV0) (PUBMED:25545592;26817626)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0816	GC_00000810	1	0.9444	39	18
Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0316	GC_00000284	1	0.9444	39	18
tRNA U38,U39,U40 pseudouridine synthase TruA (TruA) (PDB:1DJ0)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0101	GC_00001077	1	0.9444	39	18
Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB (MtnN) (PDB:1T8R) (PUBMED:18801996)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0775	GC_00000856	1	0.9444	39	18
Methionyl-tRNA formyltransferase (Fmt) (PDB:1FMT)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0223	GC_00000970	1	0.9444	39	18
Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit (SdhB/FrdB) (PDB:6LUM)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0479	GC_00001056, GC_00001569	1	0.9444	39	18
Dihydroxyacetone kinase (DAK1) (PDB:1UN8)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2376	GC_00001475, GC_00001654, GC_00001793	1	0.9444	39	18
Galactose-1-phosphate uridylyltransferase (GalT) (PDB:1GUP)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1085	GC_00000035	1	0.9444	39	18
Phosphotransferase system, galactitol-specific IIB component (SgaB) (PDB:5GQS)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3414	GC_00001691, GC_00001868, GC_00001986	1	0.9444	39	18
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE (IspG) (PDB:2Y0F)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0821	GC_00000888	1	0.9444	39	18
Mn2+ or Fe2+ transporter, NRAMP family (MntH) (PDB:5KTE)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1914	GC_00000826, GC_00003152	1	0.9444	39	18
Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0508	GC_00001436, GC_00001838	1	0.9444	39	18
Ribosomal protein S6 (RpsF) (PDB:4V4H)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0360	GC_00000709	1	0.9444	39	18
Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0739	GC_00000812, GC_00002484, GC_00002819	1	0.9444	39	18
16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B) (RsmG) (PDB:1XDZ) (PUBMED:15375115;22031445)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0357	GC_00000809	1	0.9444	39	18
Uroporphyrinogen-III synthase (HemD) (PDB:1JR2)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1587	GC_00000905	1	0.9444	39	18
Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)!!!Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0210!!!COG0514	GC_00000124	1	0.9444	39	18
Heme A synthase (CtaA) (PDB:6A2J)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1612	GC_00001230, GC_00001330	1	0.9444	39	18
Sulfur carrier protein ThiS (thiamine biosynthesis) (ThiS) (PDB:1F0Z)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2104	GC_00000984	1	0.9444	39	18
Ribosomal protein L9 (RplI) (PDB:1VS6) (PUBMED:27112601)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0359	GC_00000712	1	0.9444	39	18
5'-3' exoribonuclease TrpH/YciV (RNase AM), contains PHP domain (YciV) (PDB:3E0F) (PUBMED:25871919)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0613	GC_00000872	1	0.9444	39	18
Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities) (PpsR) (PDB:5D0N)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1806	GC_00000964	1	0.9444	39	18
Putative N-acetylmannosamine-6-phosphate epimerase (NanE) (PDB:1Y0E)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3010	GC_00000987, GC_00001746	1	0.9444	39	18
Hydroxyethylthiazole kinase, sugar kinase family (ThiM) (PDB:1C3Q)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2145	GC_00001360, GC_00002130	1	0.9444	39	18
Uncharacterized Tic20-related protein, DUF4870 domain (Tic20a) (PUBMED:9817756;20100520)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3296	GC_00000954	1	0.9444	39	18
ATP-dependent protease ClpP, protease subunit (ClpP) (PDB:1TG6)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0740	GC_00001168, GC_00001177	1	0.9444	39	18
Predicted ATP-dependent carboligase, ATP-grasp superfamily (PDB:3GAA)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1938	GC_00000349, GC_00001512	1	0.9444	39	18
Glucose-6-phosphate dehydrogenase assembly protein OpcA, contains a peptidoglycan-binding domain (OpcA)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3429	GC_00001063	1	0.9444	39	18
DNA repair protein RadA/Sms, contains AAA+ ATPase domain (Sms) (PDB:5LKM) (PUBMED:30877841)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1066	GC_00001026	1	0.9444	39	18
Uncharacterized conserved protein YhaN, contains AAA domain (YhaN)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG4717	GC_00000168	1	0.9444	39	18
Fe2+ transport protein FeoA (FeoA) (PDB:2GCX)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1918	GC_00000966	1	0.9444	39	18
Serine protease, subtilisin family (AprE) (PDB:1SCJ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1404	GC_00000863	1	0.9444	39	18
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (MenD) (PDB:5Z2P)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1165	GC_00000895	1	0.9444	39	18
ABC-type cobalt transport system, periplasmic component (CbiN)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1930	GC_00000736	1	0.9444	39	18
Pyruvate/oxaloacetate carboxyltransferase (OadA1) (PDB:2NX9) (PUBMED:18681940)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG5016	GC_00000843	1	0.9444	39	18
Gamma-glutamyl phosphate reductase (ProA) (PDB:4GHK)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0014	GC_00001105	1	0.9444	39	18
Nitrate/nitrite transporter NarK (NarK) (PDB:4JR9)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2223	GC_00001627, GC_00001662	1	0.9444	39	18
DNA polymerase III, delta subunit (HolA) (PDB:3ZH9)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1466	GC_00000976	1	0.9444	39	18
Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1215	GC_00001036	1	0.9444	39	18
Folylpolyglutamate synthase/Dihydropteroate synthase (FolC) (PDB:1W78)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0285	GC_00001041	1	0.9444	39	18
Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0115	GC_00000689, GC_00001083	1	0.9444	39	18
Kojibiose phosphorylase YcjT (ATH1) (PDB:1H54) (PUBMED:29684280)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1554	GC_00000052, GC_00001622	1	0.9444	39	18
Ribosomal protein S2 (RpsB) (PDB:4V4H)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0052	GC_00001014	1	0.9444	39	18
Glycerol-3-phosphate dehydrogenase (GlpA) (PDB:2RGH)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0578	GC_00000913	1	0.9444	39	18
Carbamoylphosphate synthase small subunit (CarA) (PDB:1C30)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0505	GC_00000940	1	0.9444	39	18
K+ transport ATPase, ATPase subunit KdpB (KdpB) (PDB:5MRW)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2216	GC_00001116	1	0.9444	39	18
Dihydroneopterin aldolase (FolB) (PDB:1B9L)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1539	GC_00000745	1	0.9444	39	18
Transcriptional antiterminator (BglG) (PDB:1AUU)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3711	GC_00000989	1	0.9444	39	18
GTPase Era, involved in 16S rRNA processing (Era) (PDB:1EGA)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1159	GC_00001101	1	0.9444	39	18
Predicted acetyltransferase, GNAT superfamily (YidJ) (PDB:1R57)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2388	GC_00001034	1	0.9444	39	18
ABC-type polysaccharide/teichoic acid/polyol phosphate export permease (TagG) (PDB:6JBH)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1682	GC_00000909, GC_00002642	1	0.9444	39	18
Rad3-related DNA helicase DinG (DinG) (PDB:5H8W)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1199	GC_00000707	1	0.9444	39	18
Glutaredoxin (GrxC) (PDB:1AAZ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0695	GC_00001028	1	0.9444	39	18
20S proteasome, alpha and beta subunits (PRE1) (PDB:1FNT)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0638	GC_00000773, GC_00001532	1	0.9444	39	18
Fe-S-cluster-containing dehydrogenase component (DMSO reductase) (HybA) (PDB:2VPW)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0437	GC_00000505	1	0.9444	39	18
Uncharacterized membrane protein YbjL, putative transporter (YbjL)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2985	GC_00000842	1	0.9444	39	18
Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain (YabN)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3956	GC_00000753	1	0.9444	39	18
Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0483	GC_00000931, GC_00001715	1	0.9444	39	18
